temperature,humidity,pm2_5,pm10,user_key,risk_label,risk_label_numeric
1.5507654583335924,-0.1571890988286924,7.451553080952115,7.116062672015588,190,Yellow,1
0.7545125961021899,-0.1571890988286924,5.129528110461564,5.3466291930506475,190,Red,2
0.9558851297059553,-0.2543806683861512,3.1072665208272623,3.179038377355594,190,Red,2
0.9411054942121007,0.6203434576309781,1.737789146357081,1.660193431997018,190,Red,2
1.3456980158563634,0.5231518880735193,-0.19013066859149605,-0.2554166915716353,190,Yellow,1
0.3739369821354406,-0.2543806683861512,-0.5522813520624995,-0.5338483955787071,190,Red,2
0.3739369821354406,-0.2543806683861512,-0.5522813520624995,-0.5338483955787071,190,Yellow,1
-0.01772335845169931,0.23157717940114286,-0.5507597105353104,-0.20390682633032706,190,Red,2
-0.01772335845169931,0.23157717940114286,-0.5507597105353104,-0.20390682633032706,190,Red,2
0.6824618730696499,0.717535027188437,0.21766926069518008,1.1437026210639003,190,Red,2
0.6824618730696499,0.717535027188437,0.21766926069518008,1.1437026210639003,190,Red,2
0.5383604270045702,0.717535027188437,0.003117805361518341,0.3042310334825789,190,Red,2
0.5383604270045702,0.717535027188437,0.003117805361518341,0.3042310334825789,190,Yellow,1
0.02107318471966816,0.6203434576309781,2.5107830421691384,2.336782472734203,190,Red,2
0.02107318471966816,0.6203434576309781,2.5107830421691384,2.336782472734203,190,Red,2
0.139310268670503,0.6203434576309781,1.296513103472245,1.2133105470656682,190,Red,2
0.139310268670503,0.6203434576309781,1.296513103472245,1.2133105470656682,190,Yellow,1
-0.047282629439408023,-0.35157223794361003,2.262755473237317,2.1349194873290753,190,Red,2
-0.047282629439408023,-0.35157223794361003,2.262755473237317,2.1349194873290753,190,Red,2
0.6473602387717456,0.717535027188437,0.9465355522187544,1.3956833131903,190,Red,2
0.6473602387717456,0.717535027188437,0.9465355522187544,1.3956833131903,190,Yellow,1
0.8431904090653161,0.03719404028622523,0.6345990391449908,0.8875454533773941,190,Red,2
0.8431904090653161,0.03719404028622523,0.6345990391449908,0.8875454533773941,190,Yellow,1
-0.09346899035770284,1.203492874975731,0.7958930410270344,0.9933495009000813,190,Red,2
-0.09346899035770284,1.203492874975731,0.7958930410270344,0.9933495009000813,190,Yellow,1
-0.4167735167857665,0.23157717940114286,1.941689111000419,2.1933901451705604,190,Red,2
-0.4167735167857665,0.23157717940114286,1.941689111000419,2.1933901451705604,190,Yellow,1
0.8542751356857066,-0.2543806683861512,-0.390987350180456,-0.30831871533297894,190,Yellow,1
0.8542751356857066,-0.2543806683861512,-0.390987350180456,-0.30831871533297894,190,Yellow,1
-0.19138407550448805,1.1063013054182722,0.07007003255783836,0.8318591125759798,190,Red,2
-0.19138407550448805,1.1063013054182722,0.07007003255783836,0.8318591125759798,190,Red,2
0.8524276812489752,1.0091097358608134,-0.2190418576080888,-0.18720092408990271,190,Red,2
0.8524276812489752,1.0091097358608134,-0.2190418576080888,-0.18720092408990271,190,Yellow,1
0.4312080696741262,0.9119181663033545,0.23745060054863823,0.31954477720296776,190,Yellow,1
0.4312080696741262,0.9119181663033545,0.23745060054863823,0.31954477720296776,190,Yellow,1
0.8394955001918526,0.23157717940114286,0.004639446888707399,-0.017357584645589005,190,Yellow,1
0.8394955001918526,0.23157717940114286,0.004639446888707399,-0.017357584645589005,190,Yellow,1
-0.2892991606512729,-0.35157223794361003,-0.3879440671260778,-0.13847537588866524,190,Yellow,1
-0.2892991606512729,-0.35157223794361003,-0.3879440671260778,-0.13847537588866524,190,Yellow,1
-0.6347731403201183,0.23157717940114286,-0.5583679181712559,-0.6883779913026318,190,Red,2
-0.6347731403201183,0.23157717940114286,-0.5583679181712559,-0.6883779913026318,190,Red,2
0.2926489869192418,-1.3234879335181982,-0.25708289578781607,-0.29718144717269607,190,Red,2
0.2926489869192418,-1.3234879335181982,-0.25708289578781607,-0.29718144717269607,190,Yellow,1
0.06910700007469472,-0.1571890988286924,-0.5888007487150376,-0.7482408076641524,190,Red,2
0.06910700007469472,-0.1571890988286924,-0.5888007487150376,-0.7482408076641524,190,Yellow,1
-0.4574175143938661,0.32876874895860164,-0.6116253716228741,-0.514358176298212,190,Red,2
-0.4574175143938661,0.32876874895860164,-0.6116253716228741,-0.514358176298212,190,Red,2
-0.14335026014946148,0.8147265967458958,0.018334220633409323,0.06617192655653259,190,Red,2
-0.14335026014946148,0.8147265967458958,0.018334220633409323,0.06617192655653259,190,Red,2
0.41458097974354013,1.0091097358608134,1.0986997049376634,0.9237415748983134,190,Red,2
0.41458097974354013,1.0091097358608134,1.0986997049376634,0.9237415748983134,190,Red,2
-0.5738071439079692,1.4950675836481075,3.515066450113938,3.3502738753199433,190,Yellow,1
-0.5738071439079692,1.4950675836481075,3.515066450113938,3.3502738753199433,190,Yellow,1
-0.3428753393164951,0.8147265967458958,2.8242411967700916,2.5456062507395063,190,Red,2
-0.3428753393164951,0.8147265967458958,2.8242411967700916,2.5456062507395063,190,Yellow,1
-0.6865018645486084,-0.44876380750106887,-0.4533746527952087,-0.036847803926083986,190,Yellow,1
-0.6865018645486084,-0.44876380750106887,-0.4533746527952087,-0.036847803926083986,190,Yellow,1
-0.4260107889694256,0.8147265967458958,-0.4883724079205577,-0.33198541017358,190,Red,2
-0.4260107889694256,0.8147265967458958,-0.4883724079205577,-0.33198541017358,190,Red,2
-1.0929418406296028,0.8147265967458958,-0.4183768976698596,-0.26516180121188276,190,Red,2
-1.0929418406296028,0.8147265967458958,-0.4183768976698596,-0.26516180121188276,190,Yellow,1
-0.19877389325141506,0.23157717940114286,0.6848132095422308,0.5743097863694384,190,Red,2
-0.19877389325141506,0.23157717940114286,0.6848132095422308,0.5743097863694384,190,Yellow,1
-0.5109936930590883,-1.6150626421905747,-0.4564179358495868,-0.1704950218494784,190,Yellow,1
-0.5109936930590883,-1.6150626421905747,-0.4564179358495868,-0.1704950218494784,190,Yellow,1
-1.1945518346498514,-1.3234879335181982,-0.5644544842800122,-0.3974168606152419,190,Red,2
-1.1945518346498514,-1.3234879335181982,-0.5644544842800122,-0.3974168606152419,190,Red,2
-0.23941789085951462,0.8147265967458958,2.0405958102677095,1.8620564174021452,190,Red,2
-0.23941789085951462,0.8147265967458958,2.0405958102677095,1.8620564174021452,190,Red,2
-0.4703496954509887,0.8147265967458958,2.162327132442837,1.9678604649248324,190,Red,2
-0.4703496954509887,0.8147265967458958,2.162327132442837,1.9678604649248324,190,Red,2
0.5716146068657424,1.4950675836481075,-0.4031604823979687,-0.4614561525368684,190,Red,2
0.5124960648903251,0.5231518880735193,-0.3042537831306778,-0.48233853033739876,190,Yellow,1
0.5124960648903251,0.5231518880735193,-0.3042537831306778,-0.48233853033739876,190,Yellow,1
-0.7936542218790524,0.23157717940114286,-0.6359716360578995,-0.7036917350230207,190,Red,2
-0.7530102242709529,-0.1571890988286924,-0.49902389861088137,-0.6062406386205457,190,Red,2
-0.7530102242709529,-0.1571890988286924,-0.49902389861088137,-0.6062406386205457,190,Red,2
-0.8416880372340789,0.6203434576309781,-0.38946570865326685,-0.44057377473633796,190,Yellow,1
